Severity,CVSS,Issue,Ports,OID,CVE,Affected Devices,Number of Device(s),Last Detected,Known Exploited Vulnerability,Summary,Vulnerability Detection Result,Impact,Solution,Vulnerability Insight,Vulnerability Detection Method,References,Known To Be Used In Ransomware Campaigns,ingestion_error_reason
High,7.5,Apache Tomcat DoS Vulnerability (Apr 2025) - Windows,8080/tcp (http-alt),1.3.6.1.4.1.25623.1.0.154398,,"usx01vsptomct04.rpi.reliableparts.com (172.16.11.141 / 00:50:56:BB:51:A3),usx01vsptomct06.rpi.reliableparts.com (172.16.11.139 / 00:50:56:BB:1C:D8),usx01vsdrpl01.rpi.reliableparts.com (172.16.11.54 / 00:0C:29:BB:22:63),usx01vsptomct05.rpi.reliableparts.com (172.16.11.144 / 00:50:56:BB:F5:48)",4,17-Apr-2026,No,Apache Tomcat is prone to a denial of service (DoS)   vulnerability.,Installed version: 9.0.98 Fixed version:     9.0.104 Installation path / port:       8080/tcp --- Installed version: 9.0.78 Fixed version:     9.0.104 Installation path / port:       8080/tcp,,"Update to version 9.0.104, 10.1.40, 11.0.6 or later.",Incorrect error handling for some invalid HTTP priority headers   results in incomplete clean-up of the failed request which creates a memory leak. A large number   of such requests could trigger an OutOfMemoryException resulting in a denial of service.,"Checks if a vulnerable version is present on the target host. Details: Apache Tomcat DoS Vulnerability (Apr 2025) - Windows (OID: 1.3.6.1.4.1.25623.1.0.154398) Version used: 2025-05-06T05:40:10Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
High,7.5,Apache Tomcat Multiple Vulnerabilities (Oct 2023) - Windows,8080/tcp (http-alt),1.3.6.1.4.1.25623.1.0.170598,,"usx01vspwf01.rpi.reliableparts.com (172.16.11.121 / 00:50:56:BB:49:EE),usx01vsdrpl01.rpi.reliableparts.com (172.16.11.54 / 00:0C:29:BB:22:63),usx01vspwfrpt01.rpi.reliableparts.com (172.16.11.27 / 00:50:56:BB:3C:CC)",3,17-Apr-2026,No,Apache Tomcat is prone to multiple vulnerabilities.,Installed version: 9.0.48 Fixed version:     9.0.81 Installation path / port:       8080/tcp --- Installed version: 9.0.78 Fixed version:     9.0.81 Installation path / port:       8080/tcp,,"Update to version 8.5.94, 9.0.81, 10.1.14, 11.0.0-M12 or   later.","The following flaws exist:   - CVE-2023-42795: When recycling various internal objects, including the request and the response,   prior to re-use by the next request/response, an error could cause Tomcat to skip some parts of the   recycling process leading to information leaking from the current request/response to the next.   - CVE-2023-44487: HTTP/2 rapid reset attack   - CVE-2023-45648: A specially crafted, invalid trailer header could cause Tomcat to treat a single   request as multiple requests leading to the possibility of request smuggling when behind a reverse   proxy.","Checks if a vulnerable version is present on the target host. Details: Apache Tomcat Multiple Vulnerabilities (Oct 2023) - Windows (OID: 1.3.6.1.4.1.25623.1.0.170598) Version used: 2023-10-17T05:05:34Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
High,7.5,OpenSSL Incorrect Cipher Key & IV Length Processing Vulnerability (20231024) - Windows,"80/tcp (http),443/tcp (https)",1.3.6.1.4.1.25623.1.0.170622,,"172.16.11.64 (00:50:56:BB:33:E4),usx01vspapch04.rpi.reliableparts.com (172.16.11.136 / 00:50:56:BB:06:62),usx01vsdrpl01.rpi.reliableparts.com (172.16.11.54 / 00:0C:29:BB:22:63),172.16.11.105 (00:50:56:BB:F1:3E),usx01vspapch03.rpi.reliableparts.com (172.16.11.105 / 00:50:56:BB:F1:3E)",5,17-Apr-2026,No,OpenSSL is prone to an incorrect processing of key and   initialisation vector (IV) lengths vulnerability.,Installed version: 3.1.2 Fixed version:     3.1.4 Installation path / port:       80/tcp --- Installed version: 3.1.2 Fixed version:     3.1.4 Installation path / port:       443/tcp,"A truncation in the IV can result in non-uniqueness, which could   result in loss of confidentiality for some cipher modes.","Update to version 3.0.12, 3.1.4 or later.","When calling EVP_EncryptInit_ex2(), EVP_DecryptInit_ex2() or   EVP_CipherInit_ex2() the provided OSSL_PARAM array is processed after the key and IV have been   established. Any alterations to the key length, via the 'keylen' parameter or the IV length, via   the 'ivlen' parameter, within the OSSL_PARAM array will not take effect as intended, potentially   causing truncation or overreading of these values. The following ciphers and cipher modes are   impacted: RC2, RC4, RC5, CCM, GCM and OCB.","Checks if a vulnerable version is present on the target host. Details: OpenSSL Incorrect Cipher Key & IV Length Processing Vulnerability (20231024)... (OID: 1.3.6.1.4.1.25623.1.0.170622) Version used: 2023-11-10T16:09:31Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
High,7.5,"Oracle MySQL Server <= 8.0.39, 8.1 <= 8.4.2, 9.0 <= 9.0.1 Security Update (cpuoct2024) - Windows",3306/tcp (mysql),1.3.6.1.4.1.25623.1.0.170877,,usx01vsdb2bpoc1.rpi.reliableparts.com (172.16.11.147 / 00:50:56:BB:A4:0B),1,17-Apr-2026,No,Oracle MySQL Server is prone to multiple vulnerabilities.,Installed version: 8.0.34 Fixed version:     8.0.40 Installation path / port:       3306/tcp,,"Update to version 8.0.40, 8.4.3, 9.0.2 or later.",,"Checks if a vulnerable version is present on the target host. Details: Oracle MySQL Server <= 8.0.39, 8.1 <= 8.4.2, 9.0 <= 9.0.1 Security Update (c... (OID: 1.3.6.1.4.1.25623.1.0.170877) Version used: 2025-09-09T05:38:49Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
High,7.5,"Synology DiskStation Manager (DSM) Multiple Vulnerabilities (Synology-SA-25:01, Synology-SA-25:03) - Unreliable Remote Version Check",0/NA,1.3.6.1.4.1.25623.1.0.171235,,NAS (172.16.11.99 / 90:09:D0:49:EC:69),1,17-Apr-2026,No,Synology DiskStation Manager (DSM) is prone to multiple   vulnerabilities.,Installed version: 7.2.1-69057 Fixed version:     7.2.1-69057-7,'- CVE-2024-10444 / Synology-SA-25:01: A vulnerability allows   man-in-the-middle attackers to hijack the authentication of administrators via unspecified   vectors.   - CVE-2025-1021 / Synology-SA-25:03: A vulnerability allows attackers to read any file via   writable Network File System (NFS) service.,"Update to version 7.1.1-42962-8, 7.2.1-69057-7, 7.2.2-72806-3   or later.",,"Checks if a vulnerable version is present on the target host. Details: Synology DiskStation Manager (DSM) Multiple Vulnerabilities (Synology-SA-25:... (OID: 1.3.6.1.4.1.25623.1.0.171235) Version used: 2025-11-19T05:40:23Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
High,7.5,Microsoft Windows SMB/NETBIOS NULL Session Authentication Bypass Vulnerability,445/tcp (microsoft-ds),1.3.6.1.4.1.25623.1.0.801991,CVE-1999-0519,usx01vspintr02.rpi.reliableparts.com (172.16.11.28 / 00:50:56:AD:85:39),1,17-Apr-2026,No,Microsoft Windows is prone to an authentication bypass   vulnerability via SMB/NETBIOS.,It was possible to login at the share 'IPC$' with an empty login and password.,Successful exploitation could allow attackers to use shares to   cause the system to crash.,A workaround is to:   - Disable null session login   - Remove the share   - Enable passwords on the share,"The flaw is due to an SMB share, allows full access to Guest   users. If the Guest account is enabled, anyone can access the computer without a valid user   account or password.","Send multiple crafted SMB requests to various shares and   checks the responses. Details: Microsoft Windows SMB/NETBIOS NULL Session Authentication Bypass Vulnerabili... (OID: 1.3.6.1.4.1.25623.1.0.801991) Version used: 2025-04-16T05:39:43Z ","http://xforce.iss.net/xforce/xfdb/2,http://seclab.cs.ucdavis.edu/projects/testing/vulner/38.html",Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
High,7.4,OpenBSD OpenSSH <= 8.6 Command Injection Vulnerability,22/tcp (ssh),1.3.6.1.4.1.25623.1.0.113736,CVE-2020-15778,"172.16.11.151 (00:50:56:AD:94:F0),172.16.11.157 (00:50:56:AD:01:68),172.16.11.167 (00:50:56:BB:C4:54),172.16.11.155 (00:50:56:AD:DF:A4),172.16.11.171 (00:50:56:BB:94:FE),172.16.11.156 (00:50:56:AD:36:01),172.16.11.170 (00:50:56:BB:2B:16),172.16.11.153 (00:50:56:BB:8D:91),172.16.11.154 (00:50:56:AD:01:A6)",9,17-Apr-2026,No,OpenBSD OpenSSH is prone to a command injection   vulnerability.,Installed version: 8.1 Fixed version:     None Installation path / port:       22/tcp,Successful exploitation would allow an attacker to execute   arbitrary code on the target machine.,"No known solution was made available for at least one year   since the disclosure of this vulnerability. Likely none will be provided anymore. General solution   options are to upgrade to a newer release, disable respective features, remove the product or   replace the product by another one.",scp of OpenSSH allows command injection in spc.c via backtick   characters in the destination argument.,"Checks if a vulnerable version is present on the target host. Details: OpenBSD OpenSSH <= 8.6 Command Injection Vulnerability (OID: 1.3.6.1.4.1.25623.1.0.113736) Version used: 2025-07-29T05:44:59Z ",https://github.com/cpandya2909/CVE-2020-15778/,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
High,7.1,Apache Tomcat Directory Traversal Vulnerability (Oct 2025) - Windows,8080/tcp (http-alt),1.3.6.1.4.1.25623.1.0.125400,,"usx01vsptomct04.rpi.reliableparts.com (172.16.11.141 / 00:50:56:BB:51:A3),usx01vsptomct06.rpi.reliableparts.com (172.16.11.139 / 00:50:56:BB:1C:D8),usx01vspwf01.rpi.reliableparts.com (172.16.11.121 / 00:50:56:BB:49:EE),usx01vsdrpl01.rpi.reliableparts.com (172.16.11.54 / 00:0C:29:BB:22:63),usx01vsptomct05.rpi.reliableparts.com (172.16.11.144 / 00:50:56:BB:F5:48),usx01vspwfrpt01.rpi.reliableparts.com (172.16.11.27 / 00:50:56:BB:3C:CC)",6,17-Apr-2026,No,Apache Tomcat is prone to a directory traversal   vulnerability.,Installed version: 9.0.98 Fixed version:     9.0.109 Installation path / port:       8080/tcp --- Installed version: 9.0.48 Fixed version:     9.0.109 Installation path / port:       8080/tcp --- Installed version: 9.0.78 Fixed version:     9.0.109 Installation path / port:       8080/tcp,,"Update to version 9.0.109, 10.1.45, 11.0.11 or later.","The fix for bug 60013 introduced a regression where the   rewritten URL was normalized before it was decoded. This introduced the possibility that, for   rewrite rules that rewrite query parameters to the URL, an attacker could manipulate the request   URI to bypass security constraints including the protection for /WEB-INF/ and /META-INF/. If PUT   requests were also enabled then malicious files could be uploaded leading to remote code   execution. PUT requests are normally limited to trusted users and it is considered unlikely that   PUT requests would be enabled in conjunction with a rewrite that manipulated the URI.","Checks if a vulnerable version is present on the target host. Details: Apache Tomcat Directory Traversal Vulnerability (Oct 2025) - Windows (OID: 1.3.6.1.4.1.25623.1.0.125400) Version used: 2025-10-29T05:40:29Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
High,7,OpenBSD OpenSSH 8.7p1 - 8.8p1 RCE Vulnerability,22/tcp (ssh),1.3.6.1.4.1.25623.1.0.114696,,"172.16.11.98 (00:60:16:89:76:2C),test.rpi.reliableparts.com (172.16.11.97 / 00:60:16:8B:10:4C)",2,17-Apr-2026,No,OpenBSD OpenSSH is prone to a remote code execution (RCE)   vulnerability.,Installed version: 8.8 Fixed version:     See references Installation path / port:       22/tcp,,Update to a newer OpenSSH version which doesn't make the   problematic cleanup_exit() call.,There is a possible RCE in privsep child due to a race condition   in signal handling when call cleanup_exit() from grace_alarm_handler(). Please see the references   for more information.,"Checks if a vulnerable version is present on the target host. Details: OpenBSD OpenSSH 8.7p1 - 8.8p1 RCE Vulnerability (OID: 1.3.6.1.4.1.25623.1.0.114696) Version used: 2025-01-13T08:32:03Z ",,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
High,7,OpenSSH 6.2 <= 8.7 Privilege Escalation Vulnerability,22/tcp (ssh),1.3.6.1.4.1.25623.1.0.117696,CVE-2021-41617,"172.16.11.151 (00:50:56:AD:94:F0),172.16.11.157 (00:50:56:AD:01:68),172.16.11.167 (00:50:56:BB:C4:54),172.16.11.155 (00:50:56:AD:DF:A4),172.16.11.171 (00:50:56:BB:94:FE),172.16.11.156 (00:50:56:AD:36:01),172.16.11.170 (00:50:56:BB:2B:16),usx01vspredirect01.rpi.reliableparts.com (172.16.11.95 / 00:50:56:BB:6D:A7),172.16.11.153 (00:50:56:BB:8D:91),172.16.11.154 (00:50:56:AD:01:A6)",10,17-Apr-2026,No,OpenSSH is prone to a privilege scalation vulnerability in   certain configurations.,Installed version: 8.1 Fixed version:     8.8 Installation path / port:       22/tcp --- Installed version: 8.7 Fixed version:     8.8 Installation path / port:       22/tcp,,Update to version 8.8 or later.,"sshd failed to correctly initialise supplemental groups when   executing an AuthorizedKeysCommand or AuthorizedPrincipalsCommand, where a   AuthorizedKeysCommandUser or AuthorizedPrincipalsCommandUser directive has been set to run the   command as a different user. Instead these commands would inherit the groups that sshd was started   with.   Depending on system configuration, inherited groups may allow   AuthorizedKeysCommand/AuthorizedPrincipalsCommand helper programs to gain unintended privilege.   Neither AuthorizedKeysCommand nor AuthorizedPrincipalsCommand are enabled by default in   sshd_config.","Checks if a vulnerable version is present on the target host. Details: OpenSSH 6.2 <= 8.7 Privilege Escalation Vulnerability (OID: 1.3.6.1.4.1.25623.1.0.117696) Version used: 2021-10-11T08:01:31Z ",https://www.openssh.com/txt/release-8.8,Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
High,7,Apache Tomcat Local Privilege Escalation Vulnerability (Jan 2022) - Windows,8080/tcp (http-alt),1.3.6.1.4.1.25623.1.0.117945,CVE-2022-23181,"usx01vspwf01.rpi.reliableparts.com (172.16.11.121 / 00:50:56:BB:49:EE),usx01vspwfrpt01.rpi.reliableparts.com (172.16.11.27 / 00:50:56:BB:3C:CC)",2,17-Apr-2026,No,Apache Tomcat is prone to a local privilege escalation   vulnerability.,Installed version: 9.0.48 Fixed version:     9.0.58 Installation path / port:       8080/tcp,,"Update to version 8.5.75, 9.0.58, 10.0.16, 10.1.0-M10 or later.   Note: This issue was fixed in Apache Tomcat 10.1.0-M9, 10.0.15, 9.0.57 and 8.5.74 but the release   vote for those release candidates did not pass. Therefore, although users must download   10.1.0-M10, 10.0.16, 9.0.58 or 8.5.75 to obtain a version that includes a fix for this issue,   versions 10.1.0-M9, 10.0.15, 9.0.57 and 8.5.74 are not included in the list of affected versions.","The fix for bug CVE-2020-9484 introduced a time of check, time   of use vulnerability that allowed a local attacker to perform actions with the privileges of the   user that the Tomcat process is using. This issue is only exploitable when Tomcat is configured to   persist sessions using the FileStore.","Checks if a vulnerable version is present on the target host. Details: Apache Tomcat Local Privilege Escalation Vulnerability (Jan 2022) - Windows (OID: 1.3.6.1.4.1.25623.1.0.117945) Version used: 2022-04-19T14:03:58Z ","https://tomcat.apache.org/security-10.html#Fixed_in_Apache_Tomcat_10.1.0-M10,https://tomcat.apache.org/security-10.html#Fixed_in_Apache_Tomcat_10.0.16,https://tomcat.apache.org/security-9.html#Fixed_in_Apache_Tomcat_9.0.58,https://tomcat.apache.org/security-8.html#Fixed_in_Apache_Tomcat_8.5.75,https://lists.apache.org/thread/0rzopt00r4dksgrtyxsmqjyhl8xrhv7p",Unknown,"last_detected_at from Last Detected failed: conversion TO_DATE failed for value ""17-Apr-2026"" using failure mode FAIL_ROW: Text '17-Apr-2026T00:00:00+00:00' could not be parsed at index 0; known_ransomware_campaign from Known To Be Used In Ransomware Campaigns failed: conversion TO_BOOLEAN failed for value ""Unknown"" using failure mode FAIL_ROW: Value is not boolean; "
